iso3,year,liberal_dem
CRI,2006,0.853
CRI,2007,0.854
CRI,2008,0.854
CRI,2009,0.855
CRI,2010,0.858
CRI,2011,0.858
CRI,2012,0.859
CRI,2013,0.854
CRI,2014,0.856
CRI,2015,0.856
CRI,2016,0.855
CRI,2017,0.852
CRI,2018,0.837
CRI,2019,0.844
CRI,2020,0.847
CUB,1990,0.034
CUB,1991,0.034
CUB,1992,0.035
CUB,1993,0.039
CUB,1994,0.039
CUB,1995,0.039
CUB,1996,0.04
CUB,1997,0.041
CUB,1998,0.042
CUB,1999,0.041
CUB,2000,0.041
CUB,2001,0.044
CUB,2002,0.044
CUB,2003,0.043
CUB,2004,0.043
CUB,2005,0.044
CUB,2006,0.043
CUB,2007,0.044
CUB,2008,0.042
CUB,2009,0.051
CUB,2010,0.052
CUB,2011,0.053
CUB,2012,0.053
CUB,2013,0.059
CUB,2014,0.059
CUB,2015,0.058
CUB,2016,0.058
CUB,2017,0.06
CUB,2018,0.062
CUB,2019,0.063
CUB,2020,0.061
CYP,1990,0.614
CYP,1991,0.627
CYP,1992,0.632
CYP,1993,0.635
CYP,1994,0.637
CYP,1995,0.635
CYP,1996,0.635
CYP,1997,0.635
CYP,1998,0.633
CYP,1999,0.638
CYP,2000,0.672
CYP,2001,0.68
CYP,2002,0.679
CYP,2003,0.669
CYP,2004,0.708
CYP,2005,0.706
CYP,2006,0.714
CYP,2007,0.73
CYP,2008,0.735
CYP,2009,0.732
CYP,2010,0.739
CYP,2011,0.739
CYP,2012,0.734
CYP,2013,0.738
CYP,2014,0.736
CYP,2015,0.742
CYP,2016,0.741
CYP,2017,0.731
CYP,2018,0.725
CYP,2019,0.715
CYP,2020,0.694
CZE,1990,0.717
CZE,1991,0.804
CZE,1992,0.812
CZE,1993,0.826
CZE,1994,0.826
CZE,1995,0.826
CZE,1996,0.826
CZE,1997,0.826
CZE,1998,0.816
CZE,1999,0.808
CZE,2000,0.806
CZE,2001,0.806
CZE,2002,0.814
CZE,2003,0.821
CZE,2004,0.823
CZE,2005,0.825
CZE,2006,0.829
CZE,2007,0.83
CZE,2008,0.829
CZE,2009,0.824
CZE,2010,0.813
CZE,2011,0.815
CZE,2012,0.823
CZE,2013,0.791
CZE,2014,0.775
CZE,2015,0.776
CZE,2016,0.773
CZE,2017,0.737
CZE,2018,0.719
CZE,2019,0.712
CZE,2020,0.721
DDR,1990,0.542
DEU,1990,0.858
DEU,1991,0.854
DEU,1992,0.854
DEU,1993,0.854
DEU,1994,0.855
DEU,1995,0.859
DEU,1996,0.859
DEU,1997,0.859
DEU,1998,0.859
DEU,1999,0.859
DEU,2000,0.859
DEU,2001,0.859
DEU,2002,0.859
DEU,2003,0.858
DEU,2004,0.858
DEU,2005,0.861
DEU,2006,0.872
DEU,2007,0.872
DEU,2008,0.872
DEU,2009,0.867
DEU,2010,0.865
DEU,2011,0.869
DEU,2012,0.869
DEU,2013,0.859
DEU,2014,0.852
DEU,2015,0.852
DEU,2016,0.851
DEU,2017,0.847
DEU,2018,0.836
DEU,2019,0.837
DEU,2020,0.827
DJI,1990,0.085
DJI,1991,0.082
DJI,1992,0.106
DJI,1993,0.111
DJI,1994,0.11
DJI,1995,0.11
DJI,1996,0.11
DJI,1997,0.111
DJI,1998,0.115
DJI,1999,0.115
DJI,2000,0.117
DJI,2001,0.118
DJI,2002,0.123
DJI,2003,0.121
DJI,2004,0.122
DJI,2005,0.118
DJI,2006,0.116
DJI,2007,0.116
DJI,2008,0.117
DJI,2009,0.116
DJI,2010,0.115
DJI,2011,0.116
DJI,2012,0.116
DJI,2013,0.115
DJI,2014,0.115
DJI,2015,0.115
DJI,2016,0.116
DJI,2017,0.112
DJI,2018,0.116
DJI,2019,0.121
DJI,2020,0.121
DNK,1990,0.879
DNK,1991,0.88
DNK,1992,0.88
DNK,1993,0.88
DNK,1994,0.88
DNK,1995,0.881
DNK,1996,0.881
DNK,1997,0.881
DNK,1998,0.879
DNK,1999,0.879
DNK,2000,0.879
DNK,2001,0.879
DNK,2002,0.882
DNK,2003,0.882
DNK,2004,0.882
DNK,2005,0.893
DNK,2006,0.895
DNK,2007,0.894
DNK,2008,0.894
DNK,2009,0.894
DNK,2010,0.894
DNK,2011,0.894
DNK,2012,0.897
DNK,2013,0.896
DNK,2014,0.896
DNK,2015,0.895
DNK,2016,0.892
DNK,2017,0.889
DNK,2018,0.889
DNK,2019,0.884
DNK,2020,0.883
DOM,1990,0.247
DOM,1991,0.233
DOM,1992,0.233
DOM,1993,0.229
DOM,1994,0.223
DOM,1995,0.234
DOM,1996,0.287
DOM,1997,0.344
DOM,1998,0.357
DOM,1999,0.363
DOM,2000,0.372
DOM,2001,0.369
DOM,2002,0.362
DOM,2003,0.358
DOM,2004,0.354
DOM,2005,0.357
DOM,2006,0.353
DOM,2007,0.353
DOM,2008,0.351
DOM,2009,0.351
DOM,2010,0.349
DOM,2011,0.338
DOM,2012,0.333
DOM,2013,0.324
DOM,2014,0.322
DOM,2015,0.314
DOM,2016,0.302
DOM,2017,0.291
DOM,2018,0.299
DOM,2019,0.3
DOM,2020,0.411
DZA,1990,0.163
DZA,1991,0.156
DZA,1992,0.083
DZA,1993,0.081
DZA,1994,0.101
DZA,1995,0.112
DZA,1996,0.159
DZA,1997,0.154
DZA,1998,0.151
DZA,1999,0.158
DZA,2000,0.161
DZA,2001,0.161
DZA,2002,0.16
DZA,2003,0.162
DZA,2004,0.164
DZA,2005,0.168
DZA,2006,0.168
DZA,2007,0.166
DZA,2008,0.164
DZA,2009,0.163
DZA,2010,0.162
DZA,2011,0.162
DZA,2012,0.165
DZA,2013,0.168
DZA,2014,0.168
DZA,2015,0.171
DZA,2016,0.163
DZA,2017,0.158
DZA,2018,0.162
DZA,2019,0.148
DZA,2020,0.149
ECU,1990,0.481
ECU,1991,0.482
ECU,1992,0.48
ECU,1993,0.469
ECU,1994,0.461
ECU,1995,0.462
ECU,1996,0.454
ECU,1997,0.46
ECU,1998,0.469
ECU,1999,0.466
ECU,2000,0.458
ECU,2001,0.458
ECU,2002,0.46
ECU,2003,0.464
ECU,2004,0.463
ECU,2005,0.463
ECU,2006,0.463
ECU,2007,0.413
ECU,2008,0.354
ECU,2009,0.337
ECU,2010,0.319
ECU,2011,0.315
ECU,2012,0.316
ECU,2013,0.272
ECU,2014,0.266
ECU,2015,0.267
ECU,2016,0.271
ECU,2017,0.345
ECU,2018,0.471
ECU,2019,0.453
ECU,2020,0.476
EGY,1990,0.167
EGY,1991,0.163
EGY,1992,0.163
EGY,1993,0.164
EGY,1994,0.162
EGY,1995,0.163
EGY,1996,0.163
EGY,1997,0.162
EGY,1998,0.162
EGY,1999,0.162
EGY,2000,0.16
EGY,2001,0.157
EGY,2002,0.157
EGY,2003,0.157
EGY,2004,0.156
EGY,2005,0.157
EGY,2006,0.158
EGY,2007,0.159
EGY,2008,0.159
EGY,2009,0.157
EGY,2010,0.157
EGY,2011,0.125
EGY,2012,0.16
EGY,2013,0.098
EGY,2014,0.086
EGY,2015,0.095
EGY,2016,0.122
EGY,2017,0.115
EGY,2018,0.114
EGY,2019,0.119
EGY,2020,0.121
ERI,1990,0.015
ERI,1991,0.028
ERI,1992,0.04
ERI,1993,0.036
ERI,1994,0.036
ERI,1995,0.036
ERI,1996,0.036
ERI,1997,0.04
ERI,1998,0.033
ERI,1999,0.031
ERI,2000,0.027
ERI,2001,0.017
ERI,2002,0.011
ERI,2003,0.006
ERI,2004,0.006
ERI,2005,0.005
ERI,2006,0.005
ERI,2007,0.005
ERI,2008,0.005
ERI,2009,0.005
ERI,2010,0.005
ERI,2011,0.005
ERI,2012,0.005
ERI,2013,0.006
ERI,2014,0.007
ERI,2015,0.006
ERI,2016,0.006
ERI,2017,0.007
ERI,2018,0.007
ERI,2019,0.009
ERI,2020,0.01
ESP,1990,0.815
ESP,1991,0.815
ESP,1992,0.815
ESP,1993,0.819
ESP,1994,0.818
ESP,1995,0.818
ESP,1996,0.821
ESP,1997,0.821
ESP,1998,0.821
ESP,1999,0.821
ESP,2000,0.816
ESP,2001,0.817
ESP,2002,0.817
ESP,2003,0.799
ESP,2004,0.805
ESP,2005,0.808
ESP,2006,0.81
ESP,2007,0.808
ESP,2008,0.816
ESP,2009,0.818
ESP,2010,0.823
ESP,2011,0.823
ESP,2012,0.802
ESP,2013,0.78
ESP,2014,0.782
ESP,2015,0.766
ESP,2016,0.772
ESP,2017,0.761
ESP,2018,0.779
ESP,2019,0.807
ESP,2020,0.792
EST,1990,0.694
EST,1991,0.526
EST,1992,0.384
EST,1993,0.807
EST,1994,0.794
EST,1995,0.803
EST,1996,0.807
EST,1997,0.808
EST,1998,0.808
EST,1999,0.807
EST,2000,0.808
EST,2001,0.808
EST,2002,0.809
EST,2003,0.808
EST,2004,0.809
EST,2005,0.809
EST,2006,0.81
EST,2007,0.812
EST,2008,0.812
EST,2009,0.814
EST,2010,0.83
EST,2011,0.832
EST,2012,0.832
EST,2013,0.833
EST,2014,0.839
EST,2015,0.846
EST,2016,0.859
EST,2017,0.859
EST,2018,0.861
EST,2019,0.845
EST,2020,0.842
ETH,1990,0.032
ETH,1991,0.078
ETH,1992,0.095
ETH,1993,0.098
ETH,1994,0.085
ETH,1995,0.099
ETH,1996,0.111
ETH,1997,0.111
ETH,1998,0.111
ETH,1999,0.111
ETH,2000,0.11
ETH,2001,0.11
ETH,2002,0.111
ETH,2003,0.111
ETH,2004,0.11
ETH,2005,0.114
ETH,2006,0.111
ETH,2007,0.112
ETH,2008,0.112
ETH,2009,0.112
ETH,2010,0.109
ETH,2011,0.108
ETH,2012,0.107
ETH,2013,0.104
ETH,2014,0.104
ETH,2015,0.102
ETH,2016,0.099
ETH,2017,0.098
ETH,2018,0.132
ETH,2019,0.159
ETH,2020,0.151
FIN,1990,0.817
FIN,1991,0.825
FIN,1992,0.825
FIN,1993,0.831
FIN,1994,0.831
FIN,1995,0.832
FIN,1996,0.832
FIN,1997,0.832
FIN,1998,0.832
FIN,1999,0.835
FIN,2000,0.836
FIN,2001,0.836
FIN,2002,0.836
FIN,2003,0.835
FIN,2004,0.835
FIN,2005,0.835
FIN,2006,0.846
FIN,2007,0.845
FIN,2008,0.845
FIN,2009,0.845
FIN,2010,0.845
FIN,2011,0.844
FIN,2012,0.844
FIN,2013,0.851
FIN,2014,0.851
FIN,2015,0.824
FIN,2016,0.821
FIN,2017,0.829
FIN,2018,0.843
FIN,2019,0.839
FIN,2020,0.838
FJI,1990,0.146
FJI,1991,0.148
FJI,1992,0.278
FJI,1993,0.394
FJI,1994,0.386
FJI,1995,0.385
FJI,1996,0.384
FJI,1997,0.408
FJI,1998,0.408
FJI,1999,0.412
FJI,2000,0.211
FJI,2001,0.188
FJI,2002,0.256
FJI,2003,0.375
FJI,2004,0.375
FJI,2005,0.375
FJI,2006,0.272
FJI,2007,0.111
FJI,2008,0.111
FJI,2009,0.1
FJI,2010,0.106
FJI,2011,0.106
FJI,2012,0.107
FJI,2013,0.115
FJI,2014,0.145
FJI,2015,0.275
FJI,2016,0.28
FJI,2017,0.286
FJI,2018,0.286
FJI,2019,0.27
FJI,2020,0.272
FRA,1990,0.804
FRA,1991,0.804
FRA,1992,0.805
FRA,1993,0.798
FRA,1994,0.803
FRA,1995,0.799
FRA,1996,0.806
FRA,1997,0.804
FRA,1998,0.802
FRA,1999,0.802
FRA,2000,0.802
FRA,2001,0.802
FRA,2002,0.803
FRA,2003,0.804
FRA,2004,0.804
FRA,2005,0.804
FRA,2006,0.804
FRA,2007,0.809
FRA,2008,0.817
FRA,2009,0.817
FRA,2010,0.817
FRA,2011,0.818
FRA,2012,0.822
FRA,2013,0.822
FRA,2014,0.822
FRA,2015,0.822
FRA,2016,0.822
FRA,2017,0.82
FRA,2018,0.805
FRA,2019,0.8
FRA,2020,0.794
GAB,1990,0.156
GAB,1991,0.192
GAB,1992,0.201
GAB,1993,0.202
GAB,1994,0.203
GAB,1995,0.203
GAB,1996,0.204
GAB,1997,0.206
GAB,1998,0.206
GAB,1999,0.207
GAB,2000,0.202
GAB,2001,0.204
GAB,2002,0.204
GAB,2003,0.204
GAB,2004,0.204
GAB,2005,0.204
GAB,2006,0.206
GAB,2007,0.207
GAB,2008,0.207
GAB,2009,0.208
GAB,2010,0.208
GAB,2011,0.208
GAB,2012,0.219
GAB,2013,0.228
GAB,2014,0.228
GAB,2015,0.228
GAB,2016,0.23
GAB,2017,0.236
GAB,2018,0.216
GAB,2019,0.207
GAB,2020,0.202
GBR,1990,0.745
GBR,1991,0.745
GBR,1992,0.744
GBR,1993,0.748
GBR,1994,0.751
GBR,1995,0.751
GBR,1996,0.751
GBR,1997,0.747
GBR,1998,0.75
GBR,1999,0.772
GBR,2000,0.791
GBR,2001,0.797
GBR,2002,0.794
GBR,2003,0.794
GBR,2004,0.794
GBR,2005,0.801
GBR,2006,0.806
GBR,2007,0.806
GBR,2008,0.806
GBR,2009,0.806
GBR,2010,0.803
GBR,2011,0.803
GBR,2012,0.805
GBR,2013,0.799
GBR,2014,0.798
GBR,2015,0.789
GBR,2016,0.788
GBR,2017,0.8
GBR,2018,0.811
GBR,2019,0.79
GBR,2020,0.804
GEO,1990,0.131
GEO,1991,0.139
GEO,1992,0.098
GEO,1993,0.159
GEO,1994,0.165
GEO,1995,0.185
GEO,1996,0.208
GEO,1997,0.208
GEO,1998,0.213
GEO,1999,0.215
GEO,2000,0.207
GEO,2001,0.211
GEO,2002,0.211
GEO,2003,0.222
GEO,2004,0.355
GEO,2005,0.375
GEO,2006,0.378
GEO,2007,0.374
GEO,2008,0.34
GEO,2009,0.334
GEO,2010,0.344
GEO,2011,0.344
GEO,2012,0.356
GEO,2013,0.458
GEO,2014,0.501
GEO,2015,0.512
GEO,2016,0.527
GEO,2017,0.518
GEO,2018,0.534
GEO,2019,0.496
GEO,2020,0.487
GHA,1990,0.096
GHA,1991,0.098
GHA,1992,0.116
GHA,1993,0.333
GHA,1994,0.392
GHA,1995,0.401
GHA,1996,0.43
GHA,1997,0.51
GHA,1998,0.51
GHA,1999,0.511
GHA,2000,0.574
GHA,2001,0.625
GHA,2002,0.63
GHA,2003,0.633
GHA,2004,0.64
GHA,2005,0.633
GHA,2006,0.633
GHA,2007,0.632
GHA,2008,0.635
GHA,2009,0.652
GHA,2010,0.662
GHA,2011,0.662
GHA,2012,0.658
GHA,2013,0.641
GHA,2014,0.631
GHA,2015,0.63
GHA,2016,0.613
GHA,2017,0.631
GHA,2018,0.63
GHA,2019,0.615
GHA,2020,0.612
GIN,1990,0.045
GIN,1991,0.072
GIN,1992,0.076
GIN,1993,0.078
GIN,1994,0.082
GIN,1995,0.101
GIN,1996,0.105
GIN,1997,0.103
GIN,1998,0.104
GIN,1999,0.105
GIN,2000,0.104
GIN,2001,0.105
GIN,2002,0.104
GIN,2003,0.112
GIN,2004,0.11
GIN,2005,0.108
GIN,2006,0.111
GIN,2007,0.117
GIN,2008,0.102
GIN,2009,0.055
GIN,2010,0.092
GIN,2011,0.114
GIN,2012,0.114
GIN,2013,0.114
GIN,2014,0.156
GIN,2015,0.164
GIN,2016,0.166
GIN,2017,0.162
GIN,2018,0.16
GIN,2019,0.145
GIN,2020,0.12
GMB,1990,0.34
GMB,1991,0.34
GMB,1992,0.335
GMB,1993,0.322
GMB,1994,0.141
GMB,1995,0.076
GMB,1996,0.082
GMB,1997,0.128
GMB,1998,0.131
GMB,1999,0.129
GMB,2000,0.125
GMB,2001,0.125
GMB,2002,0.124
GMB,2003,0.121
GMB,2004,0.119
GMB,2005,0.119
GMB,2006,0.117
GMB,2007,0.114
GMB,2008,0.114
GMB,2009,0.114
GMB,2010,0.114
GMB,2011,0.114
GMB,2012,0.114
GMB,2013,0.107
GMB,2014,0.107
GMB,2015,0.107
GMB,2016,0.109
GMB,2017,0.396
GMB,2018,0.424
GMB,2019,0.422
GMB,2020,0.411
GNB,1990,0.051
GNB,1991,0.051
GNB,1992,0.059
GNB,1993,0.084
GNB,1994,0.148
GNB,1995,0.215
GNB,1996,0.215
GNB,1997,0.212
GNB,1998,0.21
GNB,1999,0.211
GNB,2000,0.245
GNB,2001,0.253
GNB,2002,0.256
GNB,2003,0.218
GNB,2004,0.229
GNB,2005,0.278
GNB,2006,0.279
GNB,2007,0.278
GNB,2008,0.241
GNB,2009,0.275
GNB,2010,0.275
GNB,2011,0.273
GNB,2012,0.181
GNB,2013,0.209
GNB,2014,0.283
GNB,2015,0.307
GNB,2016,0.305
GNB,2017,0.31
GNB,2018,0.32
GNB,2019,0.334
GNB,2020,0.341
GNQ,1990,0.053
GNQ,1991,0.053
GNQ,1992,0.052
GNQ,1993,0.053
GNQ,1994,0.054
GNQ,1995,0.057
GNQ,1996,0.057
GNQ,1997,0.055
GNQ,1998,0.055
GNQ,1999,0.056
GNQ,2000,0.056
GNQ,2001,0.056
GNQ,2002,0.057
GNQ,2003,0.057
GNQ,2004,0.057
GNQ,2005,0.056
GNQ,2006,0.056
GNQ,2007,0.056
GNQ,2008,0.057
GNQ,2009,0.056
GNQ,2010,0.053
GNQ,2011,0.053
GNQ,2012,0.053
GNQ,2013,0.056
GNQ,2014,0.056
GNQ,2015,0.054
GNQ,2016,0.054
GNQ,2017,0.053
GNQ,2018,0.056
GNQ,2019,0.056
GNQ,2020,0.053
GRC,1990,0.795
GRC,1991,0.795
GRC,1992,0.797
GRC,1993,0.798
GRC,1994,0.798
GRC,1995,0.8
GRC,1996,0.802
GRC,1997,0.802
GRC,1998,0.802
GRC,1999,0.802
GRC,2000,0.8
GRC,2001,0.808
GRC,2002,0.808
GRC,2003,0.808
GRC,2004,0.809
GRC,2005,0.809
GRC,2006,0.809
GRC,2007,0.808
GRC,2008,0.813
GRC,2009,0.814
GRC,2010,0.819
GRC,2011,0.82
GRC,2012,0.814
GRC,2013,0.802
GRC,2014,0.807
GRC,2015,0.787
GRC,2016,0.784
GRC,2017,0.781
GRC,2018,0.775
GRC,2019,0.77
GRC,2020,0.693
GTM,1990,0.211
GTM,1991,0.214
GTM,1992,0.214
GTM,1993,0.219
GTM,1994,0.234
GTM,1995,0.246
GTM,1996,0.266
GTM,1997,0.292
GTM,1998,0.292
GTM,1999,0.295
GTM,2000,0.369
GTM,2001,0.369
GTM,2002,0.37
GTM,2003,0.371
GTM,2004,0.385
GTM,2005,0.385
GTM,2006,0.383
GTM,2007,0.396
GTM,2008,0.403
GTM,2009,0.407
GTM,2010,0.408
GTM,2011,0.404
GTM,2012,0.396
GTM,2013,0.415
GTM,2014,0.423
GTM,2015,0.439
GTM,2016,0.458
GTM,2017,0.457
GTM,2018,0.422
GTM,2019,0.425
GTM,2020,0.414
GUY,1990,0.22
GUY,1991,0.218
GUY,1992,0.264
GUY,1993,0.306
GUY,1994,0.309
GUY,1995,0.309
GUY,1996,0.309
GUY,1997,0.313
GUY,1998,0.353
GUY,1999,0.352
GUY,2000,0.348
GUY,2001,0.359
GUY,2002,0.367
GUY,2003,0.381
GUY,2004,0.381
GUY,2005,0.381
GUY,2006,0.376
GUY,2007,0.377
GUY,2008,0.375
GUY,2009,0.376
GUY,2010,0.374
GUY,2011,0.376
GUY,2012,0.381
GUY,2013,0.393
GUY,2014,0.398
GUY,2015,0.454
GUY,2016,0.466
GUY,2017,0.468
GUY,2018,0.459
GUY,2019,0.443
GUY,2020,0.401
HKG,1990,0.252
HKG,1991,0.275
HKG,1992,0.317
HKG,1993,0.317
HKG,1994,0.317
HKG,1995,0.32
HKG,1996,0.32
HKG,1997,0.322
HKG,1998,0.324
HKG,1999,0.323
HKG,2000,0.323
HKG,2001,0.323
HKG,2002,0.323
HKG,2003,0.323
HKG,2004,0.323
HKG,2005,0.322
HKG,2006,0.322
HKG,2007,0.321
HKG,2008,0.321
HKG,2009,0.323
HKG,2010,0.322
HKG,2011,0.322
HKG,2012,0.318
HKG,2013,0.312
HKG,2014,0.31
HKG,2015,0.301
HKG,2016,0.293
HKG,2017,0.287
HKG,2018,0.277
HKG,2019,0.266
HKG,2020,0.208
HND,1990,0.263
HND,1991,0.269
HND,1992,0.272
HND,1993,0.268
HND,1994,0.292
HND,1995,0.307
HND,1996,0.311
HND,1997,0.312
HND,1998,0.315
HND,1999,0.322
HND,2000,0.334
HND,2001,0.336
HND,2002,0.331
HND,2003,0.338
HND,2004,0.338
HND,2005,0.335
HND,2006,0.316
HND,2007,0.317
HND,2008,0.322
HND,2009,0.283
HND,2010,0.243
HND,2011,0.254
HND,2012,0.244
HND,2013,0.259
HND,2014,0.274
HND,2015,0.247
HND,2016,0.259
HND,2017,0.249
HND,2018,0.238
HND,2019,0.234
HND,2020,0.237
HRV,1991,0.158
HRV,1992,0.178
HRV,1993,0.209
HRV,1994,0.213
HRV,1995,0.214
HRV,1996,0.242
HRV,1997,0.258
HRV,1998,0.262
HRV,1999,0.273
HRV,2000,0.623
HRV,2001,0.631
HRV,2002,0.629
HRV,2003,0.632
HRV,2004,0.607
HRV,2005,0.635
HRV,2006,0.635
HRV,2007,0.643
HRV,2008,0.641
HRV,2009,0.655
HRV,2010,0.733
HRV,2011,0.744
HRV,2012,0.745
HRV,2013,0.714
HRV,2014,0.71
HRV,2015,0.702
HRV,2016,0.652
HRV,2017,0.623
HRV,2018,0.619
HRV,2019,0.623
HRV,2020,0.656
HTI,1990,0.074
HTI,1991,0.161
HTI,1992,0.076
HTI,1993,0.082
HTI,1994,0.1
HTI,1995,0.232
HTI,1996,0.269
HTI,1997,0.277
HTI,1998,0.28
HTI,1999,0.27
HTI,2000,0.271
HTI,2001,0.258
HTI,2002,0.255
HTI,2003,0.25
HTI,2004,0.101
HTI,2005,0.088
HTI,2006,0.198
HTI,2007,0.292
HTI,2008,0.291
HTI,2009,0.284
HTI,2010,0.265
HTI,2011,0.254
HTI,2012,0.259
HTI,2013,0.252
HTI,2014,0.252
HTI,2015,0.231
HTI,2016,0.243
HTI,2017,0.239
HTI,2018,0.243
HTI,2019,0.233
HTI,2020,0.22
HUN,1990,0.716
HUN,1991,0.756
HUN,1992,0.756
HUN,1993,0.756
HUN,1994,0.758
HUN,1995,0.76
HUN,1996,0.76
HUN,1997,0.759
HUN,1998,0.758
HUN,1999,0.756
HUN,2000,0.756
HUN,2001,0.756
HUN,2002,0.761
HUN,2003,0.766
HUN,2004,0.766
HUN,2005,0.761
HUN,2006,0.745
HUN,2007,0.768
HUN,2008,0.768
HUN,2009,0.769
HUN,2010,0.675
HUN,2011,0.641
HUN,2012,0.619
HUN,2013,0.574
HUN,2014,0.521
HUN,2015,0.485
HUN,2016,0.474
HUN,2017,0.439
HUN,2018,0.376
HUN,2019,0.368
HUN,2020,0.356
IDN,1990,0.058
IDN,1991,0.058
IDN,1992,0.052
IDN,1993,0.052
IDN,1994,0.052
IDN,1995,0.052
IDN,1996,0.052
IDN,1997,0.054
IDN,1998,0.119
IDN,1999,0.424
IDN,2000,0.515
IDN,2001,0.515
IDN,2002,0.521
IDN,2003,0.524
IDN,2004,0.534
IDN,2005,0.538
IDN,2006,0.542
IDN,2007,0.545
IDN,2008,0.546
IDN,2009,0.533
IDN,2010,0.548
IDN,2011,0.546
IDN,2012,0.545
IDN,2013,0.53
IDN,2014,0.521
IDN,2015,0.513
IDN,2016,0.502
IDN,2017,0.487
IDN,2018,0.465
IDN,2019,0.462
IDN,2020,0.416
IND,1990,0.539
IND,1991,0.558
IND,1992,0.569
IND,1993,0.57
IND,1994,0.575
IND,1995,0.575
IND,1996,0.588
IND,1997,0.592
IND,1998,0.593
IND,1999,0.585
IND,2000,0.577
IND,2001,0.577
IND,2002,0.578
IND,2003,0.582
IND,2004,0.577
IND,2005,0.576
IND,2006,0.57
IND,2007,0.57
IND,2008,0.57
IND,2009,0.541
IND,2010,0.542
IND,2011,0.541
IND,2012,0.539
IND,2013,0.529
IND,2014,0.494
